Fields,BoundingBox,X,Y,left,top,right,bottom,id
862,"[-93.1741578866696,44.9927216259576;-93.1740828866696,44.9927276259576]","[-93.1741578866696,-93.1740828866696,-93.1740828866696,-93.1741578866696,-93.1741578866696,NaN]","[44.9927276259576,44.9927276259576,44.9927216259576,44.9927216259576,44.9927276259576,NaN]",1117,-93.17425154,44.99277667,-93.17417654,44.99277067
863,"[-93.1741528605365,44.9927148003256;-93.1740778605365,44.9927208003256]","[-93.1741528605365,-93.1740778605365,-93.1740778605365,-93.1741528605365,-93.1741528605365,NaN]","[44.9927208003256,44.9927208003256,44.9927148003256,44.9927148003256,44.9927208003256,NaN]",1118,-93.17425154,44.99277067,-93.17417654,44.99276467
864,"[-93.1741571721943,44.9927080651567;-93.1740821721943,44.9927140651567]","[-93.1741571721943,-93.1740821721943,-93.1740821721943,-93.1741571721943,-93.1741571721943,NaN]","[44.9927140651567,44.9927140651567,44.9927080651567,44.9927080651567,44.9927140651567,NaN]",1119,-93.17425154,44.99276467,-93.17417654,44.99275867
865,"[-93.1740873044048,44.9930238251743;-93.1740123044048,44.9930298251743]","[-93.1740873044048,-93.1740123044048,-93.1740123044048,-93.1740873044048,-93.1740873044048,NaN]","[44.9930298251743,44.9930298251743,44.9930238251743,44.9930238251743,44.9930298251743,NaN]",1135,-93.17417654,44.99304667,-93.17410154,44.99304067
866,"[-93.1740871252664,44.9930173655393;-93.1740121252664,44.9930233655393]","[-93.1740871252664,-93.1740121252664,-93.1740121252664,-93.1740871252664,-93.1740871252664,NaN]","[44.9930233655393,44.9930233655393,44.9930173655393,44.9930173655393,44.9930233655393,NaN]",1136,-93.17417654,44.99304067,-93.17410154,44.99303467
867,"[-93.1740856046265,44.9930114304157;-93.1740106046265,44.9930174304157]","[-93.1740856046265,-93.1740106046265,-93.1740106046265,-93.1740856046265,-93.1740856046265,NaN]","[44.9930174304157,44.9930174304157,44.9930114304157,44.9930114304157,44.9930174304157,NaN]",1137,-93.17417654,44.99303467,-93.17410154,44.99302867
868,"[-93.1740868677972,44.9930044546691;-93.1740118677973,44.9930104546691]","[-93.1740868677972,-93.1740118677973,-93.1740118677973,-93.1740868677972,-93.1740868677972,NaN]","[44.9930104546691,44.9930104546691,44.9930044546691,44.9930044546691,44.9930104546691,NaN]",1138,-93.17417654,44.99302867,-93.17410154,44.99302267
869,"[-93.1740889264788,44.9929988656478;-93.1740139264788,44.9930048656478]","[-93.1740889264788,-93.1740139264788,-93.1740139264788,-93.1740889264788,-93.1740889264788,NaN]","[44.9930048656478,44.9930048656478,44.9929988656478,44.9929988656478,44.9930048656478,NaN]",1139,-93.17417654,44.99302267,-93.17410154,44.99301667
870,"[-93.1740876774883,44.9929916622753;-93.1740126774883,44.9929976622753]","[-93.1740876774883,-93.1740126774883,-93.1740126774883,-93.1740876774883,-93.1740876774883,NaN]","[44.9929976622753,44.9929976622753,44.9929916622753,44.9929916622753,44.9929976622753,NaN]",1140,-93.17417654,44.99301667,-93.17410154,44.99301067
871,"[-93.1740830488574,44.9929852199099;-93.1740080488574,44.9929912199099]","[-93.1740830488574,-93.1740080488574,-93.1740080488574,-93.1740830488574,-93.1740830488574,NaN]","[44.9929912199099,44.9929912199099,44.9929852199099,44.9929852199099,44.9929912199099,NaN]",1141,-93.17417654,44.99301067,-93.17410154,44.99300467
872,"[-93.1740859087342,44.9929781319564;-93.1740109087342,44.9929841319564]","[-93.1740859087342,-93.1740109087342,-93.1740109087342,-93.1740859087342,-93.1740859087342,NaN]","[44.9929841319564,44.9929841319564,44.9929781319564,44.9929781319564,44.9929841319564,NaN]",1142,-93.17417654,44.99300467,-93.17410154,44.99299867
873,"[-93.1740896944468,44.9929703698640;-93.1740146944468,44.9929763698640]","[-93.1740896944468,-93.1740146944468,-93.1740146944468,-93.1740896944468,-93.1740896944468,NaN]","[44.9929763698640,44.9929763698640,44.9929703698640,44.9929703698640,44.9929763698640,NaN]",1143,-93.17417654,44.99299867,-93.17410154,44.99299267
874,"[-93.1740883358612,44.9929636968439;-93.1740133358612,44.9929696968439]","[-93.1740883358612,-93.1740133358612,-93.1740133358612,-93.1740883358612,-93.1740883358612,NaN]","[44.9929696968439,44.9929696968439,44.9929636968439,44.9929636968439,44.9929696968439,NaN]",1144,-93.17417654,44.99299267,-93.17410154,44.99298667
875,"[-93.1740850560469,44.9929563685424;-93.1740100560469,44.9929623685424]","[-93.1740850560469,-93.1740100560469,-93.1740100560469,-93.1740850560469,-93.1740850560469,NaN]","[44.9929623685424,44.9929623685424,44.9929563685424,44.9929563685424,44.9929623685424,NaN]",1145,-93.17417654,44.99298667,-93.17410154,44.99298067
876,"[-93.1740850721526,44.9929502895944;-93.1740100721526,44.9929562895944]","[-93.1740850721526,-93.1740100721526,-93.1740100721526,-93.1740850721526,-93.1740850721526,NaN]","[44.9929562895944,44.9929562895944,44.9929502895944,44.9929502895944,44.9929562895944,NaN]",1146,-93.17417654,44.99298067,-93.17410154,44.99297467
877,"[-93.1740892764863,44.9929435702875;-93.1740142764863,44.9929495702875]","[-93.1740892764863,-93.1740142764863,-93.1740142764863,-93.1740892764863,-93.1740892764863,NaN]","[44.9929495702875,44.9929495702875,44.9929435702875,44.9929435702875,44.9929495702875,NaN]",1147,-93.17417654,44.99297467,-93.17410154,44.99296867
878,"[-93.1740855462598,44.9929369370911;-93.1740105462598,44.9929429370911]","[-93.1740855462598,-93.1740105462598,-93.1740105462598,-93.1740855462598,-93.1740855462598,NaN]","[44.9929429370911,44.9929429370911,44.9929369370911,44.9929369370911,44.9929429370911,NaN]",1148,-93.17417654,44.99296867,-93.17410154,44.99296267
879,"[-93.1740851655696,44.9929302862801;-93.1740101655696,44.9929362862801]","[-93.1740851655696,-93.1740101655696,-93.1740101655696,-93.1740851655696,-93.1740851655696,NaN]","[44.9929362862801,44.9929362862801,44.9929302862801,44.9929302862801,44.9929362862801,NaN]",1149,-93.17417654,44.99296267,-93.17410154,44.99295667
880,"[-93.1740840994797,44.9929244086636;-93.1740090994797,44.9929304086636]","[-93.1740840994797,-93.1740090994797,-93.1740090994797,-93.1740840994797,-93.1740840994797,NaN]","[44.9929304086636,44.9929304086636,44.9929244086636,44.9929244086636,44.9929304086636,NaN]",1150,-93.17417654,44.99295667,-93.17410154,44.99295067
881,"[-93.1740873676332,44.9929167840848;-93.1740123676332,44.9929227840848]","[-93.1740873676332,-93.1740123676332,-93.1740123676332,-93.1740873676332,-93.1740873676332,NaN]","[44.9929227840848,44.9929227840848,44.9929167840848,44.9929167840848,44.9929227840848,NaN]",1151,-93.17417654,44.99295067,-93.17410154,44.99294467
882,"[-93.1740847171469,44.9929094815210;-93.1740097171469,44.9929154815210]","[-93.1740847171469,-93.1740097171469,-93.1740097171469,-93.1740847171469,-93.1740847171469,NaN]","[44.9929154815210,44.9929154815210,44.9929094815210,44.9929094815210,44.9929154815210,NaN]",1152,-93.17417654,44.99294467,-93.17410154,44.99293867
883,"[-93.1740831912880,44.9929037034340;-93.1740081912880,44.9929097034340]","[-93.1740831912880,-93.1740081912880,-93.1740081912880,-93.1740831912880,-93.1740831912880,NaN]","[44.9929097034340,44.9929097034340,44.9929037034340,44.9929037034340,44.9929097034340,NaN]",1153,-93.17417654,44.99293867,-93.17410154,44.99293267
884,"[-93.1740837508428,44.9928955881698;-93.1740087508428,44.9929015881698]","[-93.1740837508428,-93.1740087508428,-93.1740087508428,-93.1740837508428,-93.1740837508428,NaN]","[44.9929015881698,44.9929015881698,44.9928955881698,44.9928955881698,44.9929015881698,NaN]",1154,-93.17417654,44.99293267,-93.17410154,44.99292667
885,"[-93.1740870480668,44.9928891901926;-93.1740120480668,44.9928951901926]","[-93.1740870480668,-93.1740120480668,-93.1740120480668,-93.1740870480668,-93.1740870480668,NaN]","[44.9928951901926,44.9928951901926,44.9928891901926,44.9928891901926,44.9928951901926,NaN]",1155,-93.17417654,44.99292667,-93.17410154,44.99292067
886,"[-93.1740850387682,44.9928824876671;-93.1740100387682,44.9928884876671]","[-93.1740850387682,-93.1740100387682,-93.1740100387682,-93.1740850387682,-93.1740850387682,NaN]","[44.9928884876671,44.9928884876671,44.9928824876671,44.9928824876671,44.9928884876671,NaN]",1156,-93.17417654,44.99292067,-93.17410154,44.99291467
887,"[-93.1740839837651,44.9928763863016;-93.1740089837652,44.9928823863016]","[-93.1740839837651,-93.1740089837652,-93.1740089837652,-93.1740839837651,-93.1740839837651,NaN]","[44.9928823863016,44.9928823863016,44.9928763863016,44.9928763863016,44.9928823863016,NaN]",1157,-93.17417654,44.99291467,-93.17410154,44.99290867
888,"[-93.1740834539916,44.9928698269019;-93.1740084539916,44.9928758269019]","[-93.1740834539916,-93.1740084539916,-93.1740084539916,-93.1740834539916,-93.1740834539916,NaN]","[44.9928758269019,44.9928758269019,44.9928698269019,44.9928698269019,44.9928758269019,NaN]",1158,-93.17417654,44.99290867,-93.17410154,44.99290267
889,"[-93.1740852596840,44.9928629451488;-93.1740102596840,44.9928689451488]","[-93.1740852596840,-93.1740102596840,-93.1740102596840,-93.1740852596840,-93.1740852596840,NaN]","[44.9928689451488,44.9928689451488,44.9928629451488,44.9928629451488,44.9928689451488,NaN]",1159,-93.17417654,44.99290267,-93.17410154,44.99289667
890,"[-93.1740853454556,44.9928557014389;-93.1740103454556,44.9928617014389]","[-93.1740853454556,-93.1740103454556,-93.1740103454556,-93.1740853454556,-93.1740853454556,NaN]","[44.9928617014389,44.9928617014389,44.9928557014389,44.9928557014389,44.9928617014389,NaN]",1160,-93.17417654,44.99289667,-93.17410154,44.99289067
891,"[-93.1740851974995,44.9928496924403;-93.1740101974995,44.9928556924403]","[-93.1740851974995,-93.1740101974995,-93.1740101974995,-93.1740851974995,-93.1740851974995,NaN]","[44.9928556924403,44.9928556924403,44.9928496924403,44.9928496924403,44.9928556924403,NaN]",1161,-93.17417654,44.99289067,-93.17410154,44.99288467
892,"[-93.1740818623990,44.9928434068952;-93.1740068623990,44.9928494068952]","[-93.1740818623990,-93.1740068623990,-93.1740068623990,-93.1740818623990,-93.1740818623990,NaN]","[44.9928494068952,44.9928494068952,44.9928434068952,44.9928434068952,44.9928494068952,NaN]",1162,-93.17417654,44.99288467,-93.17410154,44.99287867
893,"[-93.1740861389803,44.9928365426152;-93.1740111389803,44.9928425426152]","[-93.1740861389803,-93.1740111389803,-93.1740111389803,-93.1740861389803,-93.1740861389803,NaN]","[44.9928425426152,44.9928425426152,44.9928365426152,44.9928365426152,44.9928425426152,NaN]",1163,-93.17417654,44.99287867,-93.17410154,44.99287267
894,"[-93.1740843393859,44.9928297581466;-93.1740093393860,44.9928357581466]","[-93.1740843393859,-93.1740093393860,-93.1740093393860,-93.1740843393859,-93.1740843393859,NaN]","[44.9928357581466,44.9928357581466,44.9928297581466,44.9928297581466,44.9928357581466,NaN]",1164,-93.17417654,44.99287267,-93.17410154,44.99286667
895,"[-93.1740825286891,44.9928232313763;-93.1740075286891,44.9928292313763]","[-93.1740825286891,-93.1740075286891,-93.1740075286891,-93.1740825286891,-93.1740825286891,NaN]","[44.9928292313763,44.9928292313763,44.9928232313763,44.9928232313763,44.9928292313763,NaN]",1165,-93.17417654,44.99286667,-93.17410154,44.99286067
896,"[-93.1740825682523,44.9928155023090;-93.1740075682523,44.9928215023090]","[-93.1740825682523,-93.1740075682523,-93.1740075682523,-93.1740825682523,-93.1740825682523,NaN]","[44.9928215023090,44.9928215023090,44.9928155023090,44.9928155023090,44.9928215023090,NaN]",1166,-93.17417654,44.99286067,-93.17410154,44.99285467
897,"[-93.1740847086572,44.9928088201823;-93.1740097086572,44.9928148201823]","[-93.1740847086572,-93.1740097086572,-93.1740097086572,-93.1740847086572,-93.1740847086572,NaN]","[44.9928148201823,44.9928148201823,44.9928088201823,44.9928088201823,44.9928148201823,NaN]",1167,-93.17417654,44.99285467,-93.17410154,44.99284867
898,"[-93.1740854411256,44.9928021551816;-93.1740104411256,44.9928081551816]","[-93.1740854411256,-93.1740104411256,-93.1740104411256,-93.1740854411256,-93.1740854411256,NaN]","[44.9928081551816,44.9928081551816,44.9928021551816,44.9928021551816,44.9928081551816,NaN]",1168,-93.17417654,44.99284867,-93.17410154,44.99284267
899,"[-93.1740838118676,44.9927957788417;-93.1740088118676,44.9928017788417]","[-93.1740838118676,-93.1740088118676,-93.1740088118676,-93.1740838118676,-93.1740838118676,NaN]","[44.9928017788417,44.9928017788417,44.9927957788417,44.9927957788417,44.9928017788417,NaN]",1169,-93.17417654,44.99284267,-93.17410154,44.99283667
900,"[-93.1740813503679,44.9927891668910;-93.1740063503679,44.9927951668910]","[-93.1740813503679,-93.1740063503679,-93.1740063503679,-93.1740813503679,-93.1740813503679,NaN]","[44.9927951668910,44.9927951668910,44.9927891668910,44.9927891668910,44.9927951668910,NaN]",1170,-93.17417654,44.99283667,-93.17410154,44.99283067
901,"[-93.1740851266999,44.9927825546299;-93.1740101266999,44.9927885546299]","[-93.1740851266999,-93.1740101266999,-93.1740101266999,-93.1740851266999,-93.1740851266999,NaN]","[44.9927885546299,44.9927885546299,44.9927825546299,44.9927825546299,44.9927885546299,NaN]",1171,-93.17417654,44.99283067,-93.17410154,44.99282467
902,"[-93.1740845149052,44.9927761935976;-93.1740095149052,44.9927821935976]","[-93.1740845149052,-93.1740095149052,-93.1740095149052,-93.1740845149052,-93.1740845149052,NaN]","[44.9927821935976,44.9927821935976,44.9927761935976,44.9927761935976,44.9927821935976,NaN]",1172,-93.17417654,44.99282467,-93.17410154,44.99281867
903,"[-93.1740811118481,44.9927693269476;-93.1740061118481,44.9927753269476]","[-93.1740811118481,-93.1740061118481,-93.1740061118481,-93.1740811118481,-93.1740811118481,NaN]","[44.9927753269476,44.9927753269476,44.9927693269476,44.9927693269476,44.9927753269476,NaN]",1173,-93.17417654,44.99281867,-93.17410154,44.99281267
904,"[-93.1740801218899,44.9927631098714;-93.1740051218899,44.9927691098714]","[-93.1740801218899,-93.1740051218899,-93.1740051218899,-93.1740801218899,-93.1740801218899,NaN]","[44.9927691098714,44.9927691098714,44.9927631098714,44.9927631098714,44.9927691098714,NaN]",1174,-93.17417654,44.99281267,-93.17410154,44.99280667
905,"[-93.1740841008416,44.9927545768889;-93.1740091008416,44.9927605768889]","[-93.1740841008416,-93.1740091008416,-93.1740091008416,-93.1740841008416,-93.1740841008416,NaN]","[44.9927605768889,44.9927605768889,44.9927545768889,44.9927545768889,44.9927605768889,NaN]",1175,-93.17417654,44.99280667,-93.17410154,44.99280067
906,"[-93.1740845001091,44.9927480561812;-93.1740095001091,44.9927540561812]","[-93.1740845001091,-93.1740095001091,-93.1740095001091,-93.1740845001091,-93.1740845001091,NaN]","[44.9927540561812,44.9927540561812,44.9927480561812,44.9927480561812,44.9927540561812,NaN]",1176,-93.17417654,44.99280067,-93.17410154,44.99279467
907,"[-93.1740831248434,44.9927418631210;-93.1740081248434,44.9927478631210]","[-93.1740831248434,-93.1740081248434,-93.1740081248434,-93.1740831248434,-93.1740831248434,NaN]","[44.9927478631210,44.9927478631210,44.9927418631210,44.9927418631210,44.9927478631210,NaN]",1177,-93.17417654,44.99279467,-93.17410154,44.99278867
908,"[-93.1740795534749,44.9927353807720;-93.1740045534749,44.9927413807720]","[-93.1740795534749,-93.1740045534749,-93.1740045534749,-93.1740795534749,-93.1740795534749,NaN]","[44.9927413807720,44.9927413807720,44.9927353807720,44.9927353807720,44.9927413807720,NaN]",1178,-93.17417654,44.99278867,-93.17410154,44.99278267
909,"[-93.1740825430360,44.9927276385383;-93.1740075430360,44.9927336385383]","[-93.1740825430360,-93.1740075430360,-93.1740075430360,-93.1740825430360,-93.1740825430360,NaN]","[44.9927336385383,44.9927336385383,44.9927276385383,44.9927276385383,44.9927336385383,NaN]",1179,-93.17417654,44.99278267,-93.17410154,44.99277667
910,"[-93.1740823956040,44.9927212171819;-93.1740073956040,44.9927272171819]","[-93.1740823956040,-93.1740073956040,-93.1740073956040,-93.1740823956040,-93.1740823956040,NaN]","[44.9927272171819,44.9927272171819,44.9927212171819,44.9927212171819,44.9927272171819,NaN]",1180,-93.17417654,44.99277667,-93.17410154,44.99277067
911,"[-93.1740821171935,44.9927147413924;-93.1740071171935,44.9927207413924]","[-93.1740821171935,-93.1740071171935,-93.1740071171935,-93.1740821171935,-93.1740821171935,NaN]","[44.9927207413924,44.9927207413924,44.9927147413924,44.9927147413924,44.9927207413924,NaN]",1181,-93.17417654,44.99277067,-93.17410154,44.99276467
912,"[-93.1740821917173,44.9927081380598;-93.1740071917173,44.9927141380598]","[-93.1740821917173,-93.1740071917173,-93.1740071917173,-93.1740821917173,-93.1740821917173,NaN]","[44.9927141380598,44.9927141380598,44.9927081380598,44.9927081380598,44.9927141380598,NaN]",1182,-93.17417654,44.99276467,-93.17410154,44.99275867
913,"[-93.1740101324004,44.9930238436807;-93.1739351324004,44.9930298436807]","[-93.1740101324004,-93.1739351324004,-93.1739351324004,-93.1740101324004,-93.1740101324004,NaN]","[44.9930298436807,44.9930298436807,44.9930238436807,44.9930238436807,44.9930298436807,NaN]",1198,-93.17410154,44.99304667,-93.17402654,44.99304067
914,"[-93.1740111056083,44.9930167514428;-93.1739361056083,44.9930227514428]","[-93.1740111056083,-93.1739361056083,-93.1739361056083,-93.1740111056083,-93.1740111056083,NaN]","[44.9930227514428,44.9930227514428,44.9930167514428,44.9930167514428,44.9930227514428,NaN]",1199,-93.17410154,44.99304067,-93.17402654,44.99303467
915,"[-93.1740070760670,44.9930099232897;-93.1739320760670,44.9930159232897]","[-93.1740070760670,-93.1739320760670,-93.1739320760670,-93.1740070760670,-93.1740070760670,NaN]","[44.9930159232897,44.9930159232897,44.9930099232897,44.9930099232897,44.9930159232897,NaN]",1200,-93.17410154,44.99303467,-93.17402654,44.99302867
916,"[-93.1740085106104,44.9930040257813;-93.1739335106104,44.9930100257813]","[-93.1740085106104,-93.1739335106104,-93.1739335106104,-93.1740085106104,-93.1740085106104,NaN]","[44.9930100257813,44.9930100257813,44.9930040257813,44.9930040257813,44.9930100257813,NaN]",1201,-93.17410154,44.99302867,-93.17402654,44.99302267
917,"[-93.1740140908623,44.9929983142061;-93.1739390908623,44.9930043142061]","[-93.1740140908623,-93.1739390908623,-93.1739390908623,-93.1740140908623,-93.1740140908623,NaN]","[44.9930043142061,44.9930043142061,44.9929983142061,44.9929983142061,44.9930043142061,NaN]",1202,-93.17410154,44.99302267,-93.17402654,44.99301667
918,"[-93.1740129784912,44.9929919270410;-93.1739379784912,44.9929979270410]","[-93.1740129784912,-93.1739379784912,-93.1739379784912,-93.1740129784912,-93.1740129784912,NaN]","[44.9929979270410,44.9929979270410,44.9929919270410,44.9929919270410,44.9929979270410,NaN]",1203,-93.17410154,44.99301667,-93.17402654,44.99301067
919,"[-93.1740089681747,44.9929850035705;-93.1739339681747,44.9929910035705]","[-93.1740089681747,-93.1739339681747,-93.1739339681747,-93.1740089681747,-93.1740089681747,NaN]","[44.9929910035705,44.9929910035705,44.9929850035705,44.9929850035705,44.9929910035705,NaN]",1204,-93.17410154,44.99301067,-93.17402654,44.99300467
920,"[-93.1740101080492,44.9929785124247;-93.1739351080492,44.9929845124247]","[-93.1740101080492,-93.1739351080492,-93.1739351080492,-93.1740101080492,-93.1740101080492,NaN]","[44.9929845124247,44.9929845124247,44.9929785124247,44.9929785124247,44.9929845124247,NaN]",1205,-93.17410154,44.99300467,-93.17402654,44.99299867
921,"[-93.1740149317453,44.9929718785750;-93.1739399317453,44.9929778785750]","[-93.1740149317453,-93.1739399317453,-93.1739399317453,-93.1740149317453,-93.1740149317453,NaN]","[44.9929778785750,44.9929778785750,44.9929718785750,44.9929718785750,44.9929778785750,NaN]",1206,-93.17410154,44.99299867,-93.17402654,44.99299267
922,"[-93.1740149032710,44.9929639105344;-93.1739399032710,44.9929699105344]","[-93.1740149032710,-93.1739399032710,-93.1739399032710,-93.1740149032710,-93.1740149032710,NaN]","[44.9929699105344,44.9929699105344,44.9929639105344,44.9929639105344,44.9929699105344,NaN]",1207,-93.17410154,44.99299267,-93.17402654,44.99298667
923,"[-93.1740069241909,44.9929557312234;-93.1739319241909,44.9929617312234]","[-93.1740069241909,-93.1739319241909,-93.1739319241909,-93.1740069241909,-93.1740069241909,NaN]","[44.9929617312234,44.9929617312234,44.9929557312234,44.9929557312234,44.9929617312234,NaN]",1208,-93.17410154,44.99298667,-93.17402654,44.99298067
924,"[-93.1740088298259,44.9929491740160;-93.1739338298259,44.9929551740160]","[-93.1740088298259,-93.1739338298259,-93.1739338298259,-93.1740088298259,-93.1740088298259,NaN]","[44.9929551740160,44.9929551740160,44.9929491740160,44.9929491740160,44.9929551740160,NaN]",1209,-93.17410154,44.99298067,-93.17402654,44.99297467
925,"[-93.1740093534604,44.9929426111974;-93.1739343534604,44.9929486111974]","[-93.1740093534604,-93.1739343534604,-93.1739343534604,-93.1740093534604,-93.1740093534604,NaN]","[44.9929486111974,44.9929486111974,44.9929426111974,44.9929426111974,44.9929486111974,NaN]",1210,-93.17410154,44.99297467,-93.17402654,44.99296867
926,"[-93.1740121297900,44.9929361672201;-93.1739371297900,44.9929421672201]","[-93.1740121297900,-93.1739371297900,-93.1739371297900,-93.1740121297900,-93.1740121297900,NaN]","[44.9929421672201,44.9929421672201,44.9929361672201,44.9929361672201,44.9929421672201,NaN]",1211,-93.17410154,44.99296867,-93.17402654,44.99296267
927,"[-93.1740081984487,44.9929295322102;-93.1739331984487,44.9929355322102]","[-93.1740081984487,-93.1739331984487,-93.1739331984487,-93.1740081984487,-93.1740081984487,NaN]","[44.9929355322102,44.9929355322102,44.9929295322102,44.9929295322102,44.9929355322102,NaN]",1212,-93.17410154,44.99296267,-93.17402654,44.99295667
928,"[-93.1740098525791,44.9929233290634;-93.1739348525791,44.9929293290634]","[-93.1740098525791,-93.1739348525791,-93.1739348525791,-93.1740098525791,-93.1740098525791,NaN]","[44.9929293290634,44.9929293290634,44.9929233290634,44.9929233290634,44.9929293290634,NaN]",1213,-93.17410154,44.99295667,-93.17402654,44.99295067
929,"[-93.1740122939597,44.9929163054199;-93.1739372939597,44.9929223054199]","[-93.1740122939597,-93.1739372939597,-93.1739372939597,-93.1740122939597,-93.1740122939597,NaN]","[44.9929223054199,44.9929223054199,44.9929163054199,44.9929163054199,44.9929223054199,NaN]",1214,-93.17410154,44.99295067,-93.17402654,44.99294467
930,"[-93.1740105518685,44.9929096338098;-93.1739355518685,44.9929156338098]","[-93.1740105518685,-93.1739355518685,-93.1739355518685,-93.1740105518685,-93.1740105518685,NaN]","[44.9929156338098,44.9929156338098,44.9929096338098,44.9929096338098,44.9929156338098,NaN]",1215,-93.17410154,44.99294467,-93.17402654,44.99293867
931,"[-93.1740077805773,44.9929034530002;-93.1739327805773,44.9929094530002]","[-93.1740077805773,-93.1739327805773,-93.1739327805773,-93.1740077805773,-93.1740077805773,NaN]","[44.9929094530002,44.9929094530002,44.9929034530002,44.9929034530002,44.9929094530002,NaN]",1216,-93.17410154,44.99293867,-93.17402654,44.99293267
932,"[-93.1740083493142,44.9928972044499;-93.1739333493142,44.9929032044499]","[-93.1740083493142,-93.1739333493142,-93.1739333493142,-93.1740083493142,-93.1740083493142,NaN]","[44.9929032044499,44.9929032044499,44.9928972044499,44.9928972044499,44.9929032044499,NaN]",1217,-93.17410154,44.99293267,-93.17402654,44.99292667
933,"[-93.1740123356597,44.9928902380249;-93.1739373356597,44.9928962380249]","[-93.1740123356597,-93.1739373356597,-93.1739373356597,-93.1740123356597,-93.1740123356597,NaN]","[44.9928962380249,44.9928962380249,44.9928902380249,44.9928902380249,44.9928962380249,NaN]",1218,-93.17410154,44.99292667,-93.17402654,44.99292067
934,"[-93.1740103851044,44.9928830711372;-93.1739353851044,44.9928890711372]","[-93.1740103851044,-93.1739353851044,-93.1739353851044,-93.1740103851044,-93.1740103851044,NaN]","[44.9928890711372,44.9928890711372,44.9928830711372,44.9928830711372,44.9928890711372,NaN]",1219,-93.17410154,44.99292067,-93.17402654,44.99291467
935,"[-93.1740067640514,44.9928760049611;-93.1739317640514,44.9928820049611]","[-93.1740067640514,-93.1739317640514,-93.1739317640514,-93.1740067640514,-93.1740067640514,NaN]","[44.9928820049611,44.9928820049611,44.9928760049611,44.9928760049611,44.9928820049611,NaN]",1220,-93.17410154,44.99291467,-93.17402654,44.99290867
936,"[-93.1740072180818,44.9928695514404;-93.1739322180818,44.9928755514404]","[-93.1740072180818,-93.1739322180818,-93.1739322180818,-93.1740072180818,-93.1740072180818,NaN]","[44.9928755514404,44.9928755514404,44.9928695514404,44.9928695514404,44.9928755514404,NaN]",1221,-93.17410154,44.99290867,-93.17402654,44.99290267
937,"[-93.1740097548861,44.9928631869743;-93.1739347548861,44.9928691869743]","[-93.1740097548861,-93.1739347548861,-93.1739347548861,-93.1740097548861,-93.1740097548861,NaN]","[44.9928691869743,44.9928691869743,44.9928631869743,44.9928631869743,44.9928691869743,NaN]",1222,-93.17410154,44.99290267,-93.17402654,44.99289667
938,"[-93.1740093469430,44.9928570666206;-93.1739343469430,44.9928630666206]","[-93.1740093469430,-93.1739343469430,-93.1739343469430,-93.1740093469430,-93.1740093469430,NaN]","[44.9928630666206,44.9928630666206,44.9928570666206,44.9928570666206,44.9928630666206,NaN]",1223,-93.17410154,44.99289667,-93.17402654,44.99289067
939,"[-93.1740066070515,44.9928502439715;-93.1739316070515,44.9928562439715]","[-93.1740066070515,-93.1739316070515,-93.1739316070515,-93.1740066070515,-93.1740066070515,NaN]","[44.9928562439715,44.9928562439715,44.9928502439715,44.9928502439715,44.9928562439715,NaN]",1224,-93.17410154,44.99289067,-93.17402654,44.99288467
940,"[-93.1740073690817,44.9928437307318;-93.1739323690817,44.9928497307318]","[-93.1740073690817,-93.1739323690817,-93.1739323690817,-93.1740073690817,-93.1740073690817,NaN]","[44.9928497307318,44.9928497307318,44.9928437307318,44.9928437307318,44.9928497307318,NaN]",1225,-93.17410154,44.99288467,-93.17402654,44.99287867
941,"[-93.1740097233002,44.9928359455410;-93.1739347233002,44.9928419455410]","[-93.1740097233002,-93.1739347233002,-93.1739347233002,-93.1740097233002,-93.1740097233002,NaN]","[44.9928419455410,44.9928419455410,44.9928359455410,44.9928359455410,44.9928419455410,NaN]",1226,-93.17410154,44.99287867,-93.17402654,44.99287267
942,"[-93.1740092674760,44.9928294228764;-93.1739342674760,44.9928354228764]","[-93.1740092674760,-93.1739342674760,-93.1739342674760,-93.1740092674760,-93.1740092674760,NaN]","[44.9928354228764,44.9928354228764,44.9928294228764,44.9928294228764,44.9928354228764,NaN]",1227,-93.17410154,44.99287267,-93.17402654,44.99286667
943,"[-93.1740077833065,44.9928219273327;-93.1739327833065,44.9928279273327]","[-93.1740077833065,-93.1739327833065,-93.1739327833065,-93.1740077833065,-93.1740077833065,NaN]","[44.9928279273327,44.9928279273327,44.9928219273327,44.9928219273327,44.9928279273327,NaN]",1228,-93.17410154,44.99286667,-93.17402654,44.99286067
944,"[-93.1740082790390,44.9928156014735;-93.1739332790391,44.9928216014735]","[-93.1740082790390,-93.1739332790391,-93.1739332790391,-93.1740082790390,-93.1740082790390,NaN]","[44.9928216014735,44.9928216014735,44.9928156014735,44.9928156014735,44.9928216014735,NaN]",1229,-93.17410154,44.99286067,-93.17402654,44.99285467
945,"[-93.1740083714486,44.9928088938417;-93.1739333714486,44.9928148938417]","[-93.1740083714486,-93.1739333714486,-93.1739333714486,-93.1740083714486,-93.1740083714486,NaN]","[44.9928148938417,44.9928148938417,44.9928088938417,44.9928088938417,44.9928148938417,NaN]",1230,-93.17410154,44.99285467,-93.17402654,44.99284867
